Id_Jugador;Nombre_Completo;Porcentaje_Fildeo_Regular;Porcentaje_Fildeo_Postemporada;Porcentaje_Fildeo_Postemporada_Predicho;Error_Prediccion
345506;Dick Donovan;0,96;1,0;0,9574516536380036;0,04254834636199645
345515;Sean Doolittle;0,9487;1,0;0,9461516536380036;0,053848346361996424
345519;Bill Doran;0,9829;1,0;0,9803516536380036;0,019648346361996416
345541;Octavio Dotel;0,9231;0,8;0,9205516536380036;-0,12055165363800358
345543;Richard Dotson;0,9722;1,0;0,9696516536380035;0,03034834636199646
345560;Phil Douglas;0,9479;0,9167;0,9453516536380036;-0,028651653638003594
345581;Al Downing;0,9607;0,8333;0,9581516536380036;-0,12485165363800355
345582;Brian Downing;0,9904;1,0;0,9878516536380035;0,012148346361996465
345587;Kelly Downs;0,95;1,0;0,9474516536380035;0,052548346361996456
345589;Red Downs;0,9242;0,9091;0,9216516536380036;-0,01255165363800359
345592;Brian Doyle;0,9762;1,0;0,9736516536380035;0,026348346361996455
345597;Denny Doyle;0,9769;0,9246;0,9743516536380036;-0,0497516536380036
345604;Larry Doyle;0,9493;0,9174;0,9467516536380036;-0,029351653638003627
345609;Brian Dozier;0,9851;1,0;0,9825516536380036;0,017448346361996436
345614;Doug Drabek;0,9545;0,9091;0,9519516536380036;-0,042851653638003584
345616;Moe Drabowsky;0,9612;1,0;0,9586516536380036;0,04134834636199636
345617;Dick Drago;0,9643;1,0;0,9617516536380036;0,038248346361996366
345620;Bill Drake;0,9295;1,0;0,9269516536380036;0,07304834636199642
345633;Dave Dravecky;0,959;1,0;0,9564516536380036;0,04354834636199645
345636;Darren Dreifort;0,9509;1,0;0,9483516536380036;0,051648346361996444
345650;Karl Drews;0,972;1,0;0,9694516536380036;0,030548346361996437
345651;Stephen Drew;0,979;0,9768;0,9764516536380036;0,0003483463619964322
345656;Dan Driessen;0,9922;0,9794;0,9896516536380036;-0,01025165363800351
345674;Brandon Drury;0,9842;1,0;0,9816516536380036;0,018348346361996448
345675;Don Drysdale;0,9368;1,0;0,9342516536380036;0,06574834636199645
345692;Lucas Duda;0,9941;0,9912;0,9915516536380036;-0,0003516536380036017
345697;Brian Duensing;0,9724;0,6667;0,9698516536380036;-0,30315165363800367
345710;Danny Duffy;0,921;1,0;0,9184516536380036;0,08154834636199637
345714;Matt Duffy;0,9668;1,0;0,9642516536380036;0,03574834636199642
345719;Joe Dugan;0,9468;0,9853;0,9442516536380036;0,04104834636199639
345731;Tommie Dukes;0,9695;0,9286;0,9669516536380036;-0,038351653638003635
345749;Dave Duncan;0,9841;1,0;0,9815516536380036;0,018448346361996437
345751;Frank Duncan;0,9793;0,9881;0,9767516536380035;0,011348346361996442
345755;Mariano Duncan;0,9627;0,9593;0,9601516536380036;-0,0008516536380035467
345757;Shelley Duncan;0,985;1,0;0,9824516536380036;0,017548346361996425
345781;Dane Dunning;0,9375;1,0;0,9349516536380036;0,06504834636199641
345785;Jake Dunn;0,9235;0,9318;0,9209516536380036;0,010848346361996386
345797;Shawon Dunston;0,9681;0,96;0,9655516536380035;-0,005551653638003584
345807;Jhoan Duran;0,9608;1,0;0,9582516536380036;0,041748346361996425
345812;Erubiel Durazo;0,9881;1,0;0,9855516536380036;0,014448346361996434
345813;Caleb Durbin;0,9776;0,9444;0,9750516536380036;-0,030651653638003595
345814;Chad Durbin;0,9623;1,0;0,9597516536380036;0,04024834636199637
345817;Ryne Duren;0,9341;1,0;0,9315516536380036;0,06844834636199637
345823;Leon Durham;0,9905;0,9804;0,9879516536380036;-0,007551653638003586
345824;Ray Durham;0,979;1,0;0,9764516536380036;0,02354834636199643
345829;Leo Durocher;0,9607;1,0;0,9581516536380036;0,041848346361996414
345848;Jerry Dybzinski;0,9637;1,0;0,9611516536380036;0,03884834636199641
345857;Jimmy Dykes;0,959;0,925;0,9564516536380036;-0,03145165363800351
345864;Sam Dyson;0,9405;1,0;0,9379516536380036;0,06204834636199641
345880;George Earnshaw;0,9364;1,0;0,9338516536380036;0,0661483463619964
345889;Howard Easterling;0,9363;0,9836;0,9337516536380036;0,04984834636199642
345899;Rawly Eastwick;0,9737;1,0;0,9711516536380036;0,028848346361996402
345921;Dennis Eckersley;0,9487;1,0;0,9461516536380036;0,053848346361996424
345923;David Eckstein;0,9818;0,9742;0,9792516536380036;-0,005051653638003639
345942;Tommy Edman;0,9852;0,973;0,9826516536380036;-0,009651653638003577
345951;Bruce Edwards;0,9775;0,9796;0,9749516536380036;0,004648346361996403
345952;Carl Edwards;0,9643;1,0;0,9617516536380036;0,038248346361996366
345961;Johnny Edwards;0,9916;1,0;0,9890516536380036;0,010948346361996375
345976;Zach Eflin;0,9583;1,0;0,9557516536380036;0,04424834636199637
345990;Howard Ehmke;0,9577;1,0;0,9551516536380036;0,044848346361996416
346005;Jim Eisenreich;0,988;1,0;0,9854516536380036;0,014548346361996423
346011;Scott Elarton;0,9699;1,0;0,9673516536380036;0,03264834636199643
346019;Cal Eldred;0,976;1,0;0,9734516536380036;0,026548346361996433
346029;Hod Eller;0,9768;1,0;0,9742516536380036;0,02574834636199641
346034;Bob Elliott;0,9531;0,8889;0,9505516536380035;-0,06165165363800351
346047;A. J. Ellis;0,9968;0,994;0,9942516536380036;-0,00025165363800361273
346051;Dock Ellis;0,9524;1,0;0,9498516536380036;0,05014834636199639
346059;Mark Ellis;0,9906;0,9832;0,9880516536380036;-0,004851653638003661
346063;Rocky Ellis;0,9493;0,5;0,9467516536380036;-0,4467516536380036
346072;Harry Else;0,987;0,9;0,9844516536380036;-0,08445165363800355
346074;Kevin Elster;0,9734;0,907;0,9708516536380036;-0,0638516536380036
346082;Alan Embree;0,9675;1,0;0,9649516536380036;0,035048346361996385
346097;Edwin Encarnacion;0,9756;1,0;0,9730516536380036;0,02694834636199639
346119;Woody English;0,9585;0,8437;0,9559516536380036;-0,1122516536380036
346129;Morgan Ensberg;0,9564;0,9583;0,9538516536380036;0,004448346361996425
346137;Nathan Eovaldi;0,9814;1,0;0,9788516536380036;0,021148346361996362
346140;Cody Eppley;1,0;1,0;0,9974516536380036;0,002548346361996412
346143;Mike Epstein;0,9907;0,9798;0,9881516536380036;-0,008351653638003609
346155;Paul Erickson;0,9784;1,0;0,9758516536380036;0,024148346361996365
346158;Scott Erickson;0,9555;1,0;0,9529516536380036;0,047048346361996396
346163;Carl Erskine;0,9483;0,9;0,9457516536380036;-0,0457516536380036
346164;Darin Erstad;0,9955;1,0;0,9929516536380036;0,0070483463619963604
346178;Alcides Escobar;0,9754;0,9912;0,9728516536380036;0,018348346361996337
346180;Eduardo Escobar;0,9742;1,0;0,9716516536380035;0,028348346361996457
346183;Kelvim Escobar;0,9641;0,75;0,9615516536380035;-0,21155165363800355
346185;Yunel Escobar;0,972;1,0;0,9694516536380036;0,030548346361996437
346192;Alvaro Espinoza;0,9679;0,8333;0,9653516536380036;-0,13205165363800353
346194;Danny Espinosa;0,9831;0,9815;0,9805516536380036;0,0009483463619964771
346200;Santiago Espinal;0,9789;0,75;0,9763516536380036;-0,22635165363800358
346203;Sammy Esposito;0,9587;1,0;0,9561516536380036;0,043848346361996415
346210;Bobby Estalella;0,9921;1,0;0,9895516536380036;0,01044834636199643
346214;Shawn Estes;0,9557;1,0;0,9531516536380036;0,04684834636199642
346215;Carlos Estevez;0,9355;0,0;0,9329516536380036;-0,9329516536380036
346220;Jeremiah Estrada;0,8;1,0;0,7974516536380036;0,20254834636199637
346221;Johnny Estrada;0,9931;1,0;0,9905516536380036;0,00944834636199643
346223;Marco Estrada;0,9816;0,75;0,9790516536380036;-0,22905165363800362
346227;Andy Etchebarren;0,9872;0,9932;0,9846516536380036;0,008548346361996417
346234;Nick Etten;0,9877;0,9796;0,9851516536380036;-0,005551653638003584
346241;Tony Eusebio;0,9919;0,9822;0,9893516536380036;-0,00715165363800363
346254;Bob Evans;0,9512;0,6667;0,9486516536380036;-0,2819516536380037
346258;Darrell Evans;0,9731;0,9694;0,9705516536380036;-0,0011516536380035136
346278;Adam Everett;0,9754;0,9583;0,9728516536380036;-0,014551653638003592
346289;Johnny Evers;0,9528;0,9454;0,9502516536380036;-0,00485165363800355
346302;Scott Eyre;0,9445;1,0;0,9419516536380036;0,058048346361996406
346308;Red Faber;0,9458;1,0;0,9432516536380036;0,05674834636199644
346313;Roy Face;0,9576;1,0;0,9550516536380036;0,044948346361996405
346330;Pete Fairbanks;0,9574;1,0;0,9548516536380036;0,04514834636199638
346335;Ron Fairly;0,9895;1,0;0,9869516536380036;0,013048346361996366
346350;Bailey Falter;1,0;1,0;0,9974516536380036;0,002548346361996412
346353;Jeurys Familia;0,9394;1,0;0,9368516536380036;0,0631483463619964
346376;Kyle Farmer;0,9843;1,0;0,9817516536380035;0,01824834636199646
346379;Kyle Farnsworth;0,9162;1,0;0,9136516536380036;0,0863483463619964
346393;Luther Farrell;0,9252;0,75;0,9226516536380036;-0,1726516536380036
346399;Steve Farr;0,9458;1,0;0,9432516536380036;0,05674834636199644
346400;Sal Fasano;0,9871;1,0;0,9845516536380036;0,015448346361996435
346401;Jeff Fassero;0,9705;1,0;0,9679516536380036;0,03204834636199638
346429;Benny Felder;0,883;1,0;0,8804516536380036;0,1195483463619964
346434;Scott Feldman;0,9554;1,0;0,9528516536380036;0,047148346361996385
346437;Pedro Feliciano;0,9391;1,0;0,9365516536380036;0,06344834636199637
346443;Neftali Feliz;0,9492;1,0;0,9466516536380036;0,05334834636199637
346444;Pedro Feliz;0,9695;0,9831;0,9669516536380036;0,016148346361996357
346445;Bob Feller;0,9633;1,0;0,9607516536380036;0,03924834636199637
346455;Alex Ferguson;0,9589;1,0;0,9563516536380036;0,04364834636199644
346458;Caleb Ferguson;0,9318;1,0;0,9292516536380035;0,07074834636199645
346462;Joe Ferguson;0,9855;0,8571;0,9829516536380036;-0,12585165363800366
346464;Felix Fermin;0,9713;1,0;0,9687516536380036;0,03124834636199636
346465;Freddy Fermin;0,9908;1,0;0,9882516536380036;0,011748346361996398
346469;Alex Fernandez;0,9657;1,0;0,9631516536380036;0,03684834636199641
346489;Tony Fernandez;0,9781;0,9714;0,9755516536380036;-0,004151653638003516
346507;Dave Ferriss;0,9791;1,0;0,9765516536380036;0,02344834636199644
346508;Hobe Ferris;0,9529;0,9535;0,9503516536380036;0,003148346361996457
346521;J. P. Feyereisen;1,0;1,0;0,9974516536380036;0,002548346361996412
346527;Robert Fick;0,9847;1,0;0,9821516536380036;0,017848346361996392
346532;Cecil Fielder;0,9914;1,0;0,9888516536380035;0,011148346361996464
346540;Josh Fields;1,0;1,0;0,9974516536380036;0,002548346361996412
346543;Prince Fielder;0,9918;0,9934;0,9892516536380036;0,004148346361996347
346546;Wilmer Fields;0,96;1,0;0,9574516536380036;0,04254834636199645
346558;Chone Figgins;0,9688;0,9296;0,9662516536380036;-0,0366516536380036
346561;Ed Figueroa;0,9442;1,0;0,9416516536380036;0,05834834636199637
346579;Jack Fimple;0,9856;1,0;0,9830516536380036;0,01694834636199638
346585;Rollie Fingers;0,9627;1,0;0,9601516536380036;0,03984834636199641
346591;Chuck Finley;0,9067;1,0;0,9041516536380035;0,09584834636199646
346595;Brandon Finnegan;0,9697;1,0;0,9671516536380036;0,032848346361996406
346596;Ed Finney;0,8965;0,8333;0,8939516536380036;-0,06065165363800351
346600;Kyle Finnegan;0,9844;1,0;0,9818516536380036;0,01814834636199636
346645;Ray Fisher;0,9461;0,8571;0,9435516536380036;-0,08645165363800367
346652;Carlton Fisk;0,9872;0,977;0,9846516536380036;-0,007651653638003575
346655;Doug Fister;0,9509;1,0;0,9483516536380036;0,051648346361996444
346681;Freddie Fitzsimmons;0,9768;1,0;0,9742516536380036;0,02574834636199641
346687;Jack Flaherty;0,9709;1,0;0,9683516536380036;0,03164834636199643
346688;John Flaherty;0,9894;1,0;0,9868516536380035;0,013148346361996466
346692;Ryan Flaherty;0,9844;0,9474;0,9818516536380036;-0,03445165363800362
346696;Mike Flanagan;0,9792;1,0;0,9766516536380035;0,023348346361996453
346702;Tim Flannery;0,9772;1,0;0,9746516536380035;0,025348346361996454
346712;Josh Fleming;0,9848;1,0;0,9822516536380036;0,017748346361996403
346717;Art Fletcher;0,9383;0,904;0,9357516536380036;-0,031751653638003585
346726;Scott Fletcher;0,9796;1,0;0,9770516536380036;0,022948346361996386
346748;Randy Flores;0,9362;1,0;0,9336516536380036;0,06634834636199638
346752;Wilmer Flores;0,982;0,9877;0,9794516536380036;0,00824834636199645
346761;Jake Flowers;0,9631;0,875;0,9605516536380035;-0,08555165363800354
346762;Tyler Flowers;0,9945;1,0;0,9919516536380036;0,008048346361996361
346785;Josh Fogg;0,9502;1,0;0,9476516536380036;0,05234834636199637
346796;Tim Foli;0,9723;0,9559;0,9697516536380036;-0,01385165363800367
346798;Mike Foltynewicz;0,955;1,0;0,9524516536380035;0,04754834636199645
346803;Mike Fontenot;0,9737;0,8462;0,9711516536380036;-0,12495165363800365
346806;Chad Fonville;0,9616;0,8889;0,9590516536380036;-0,07015165363800357
346829;Jimmy Ford;0,915;0,6;0,9124516536380036;-0,31245165363800365
346832;Mike Ford;0,9925;1,0;0,9899516536380036;0,010048346361996363
346837;Whitey Ford;0,9605;0,9688;0,9579516536380036;0,010848346361996386
346842;Sylvester Foreman;0,9528;1,0;0,9502516536380036;0,04974834636199643
346850;Bob Forsch;0,9726;0,875;0,9700516536380036;-0,09505165363800361
346851;Ken Forsch;0,9441;1,0;0,9415516536380036;0,05844834636199636
346853;Terry Forster;0,951;1,0;0,9484516536380035;0,051548346361996455
346856;Logan Forsythe;0,9797;0,9792;0,9771516536380036;0,002048346361996356
346857;Nick Fortes;0,99;1,0;0,9874516536380036;0,01254834636199642
346865;Ray Fosse;0,9856;1,0;0,9830516536380036;0,01694834636199638
346870;Willie Foster;0,9496;1,0;0,9470516536380036;0,05294834636199641
346887;Rube Foster;0,9692;1,0;0,9666516536380035;0,03334834636199646
346892;Keith Foulke;0,9549;1,0;0,9523516536380036;0,04764834636199644
346909;Andy Fox;0,9645;0,8;0,9619516536380036;-0,16195165363800357
346912;Chad Fox;0,9394;1,0;0,9368516536380036;0,0631483463619964
346922;Nellie Fox;0,9835;1,0;0,9809516536380036;0,01904834636199637
346926;Jimmie Foxx;0,9902;0,994;0,9876516536380036;0,0063483463619964375
346927;Joe Foy;0,9446;0,9444;0,9420516536380036;0,002348346361996434
346939;John Franco;0,9643;1,0;0,9617516536380036;0,038248346361996366
346941;Julio Franco;0,978;1,0;0,9754516536380036;0,02454834636199643
346943;Matt Franco;0,9798;1,0;0,9772516536380036;0,022748346361996408
346950;Ty France;0,996;1,0;0,9934516536380036;0,0065483463619964155
346951;Wander Franco;0,975;0,9643;0,9724516536380036;-0,00815165363800352
346957;Herman Franks;0,9852;1,0;0,9826516536380036;0,017348346361996447
346972;Jason Frasor;0,958;1,0;0,9554516536380036;0,04454834636199645
346975;Adam Frazier;0,9842;1,0;0,9816516536380036;0,018348346361996448
346979;George Frazier;0,9;1,0;0,8974516536380036;0,10254834636199639
346984;Todd Frazier;0,9709;0,9189;0,9683516536380036;-0,04945165363800352
346990;Bill Freehan;0,9933;0,975;0,9907516536380035;-0,01575165363800357
346992;Kyle Freeland;0,9408;1,0;0,9382516536380036;0,06174834636199644
347001;Freddie Freeman;0,9958;0,9969;0,9932516536380036;0,003648346361996402
347011;Marvin Freeman;0,9339;1,0;0,9313516536380035;0,06864834636199646
347015;David Freese;0,9674;0,9689;0,9648516536380036;0,004048346361996358
347017;Gene Freese;0,94;1,0;0,9374516536380035;0,06254834636199647
347022;Nate Freiman;0,9925;1,0;0,9899516536380036;0,010048346361996363
347031;Larry French;0,9507;1,0;0,9481516536380036;0,05184834636199642
347039;Lonny Frey;0,9598;1,0;0,9572516536380036;0,042748346361996425
347042;Hanley Frias;0,9654;1,0;0,9628516536380036;0,037148346361996376
347043;Luis Frias;0,8;1,0;0,7974516536380036;0,20254834636199637
347053;Max Fried;0,95;0,8824;0,9474516536380035;-0,06505165363800358
347057;Bob Friend;0,9695;1,0;0,9669516536380036;0,033048346361996384
347067;Frankie Frisch;0,9702;0,9683;0,9676516536380035;0,0006483463619965102
347089;Travis Fryman;0,9653;0,9762;0,9627516536380036;0,013448346361996322
347090;Woodie Fryman;0,9878;1,0;0,9852516536380036;0,0147483463619964
347094;Brian Fuentes;0,9318;1,0;0,9292516536380035;0,07074834636199645
347100;Tito Fuentes;0,971;0,9375;0,9684516536380036;-0,030951653638003562
347141;Rafael Furcal;0,9665;0,9787;0,9639516536380036;0,0147483463619964
347151;Frank Gabler;0,9663;1,0;0,9637516536380036;0,036248346361996364
347157;Hunter Gaddis;0,9063;1,0;0,9037516536380036;0,09624834636199642
347161;Gary Gaetti;0,9683;0,9848;0,9657516536380036;0,01904834636199637
347168;Eric Gagne;0,9903;1,0;0,9877516536380035;0,012248346361996454
347169;Greg Gagne;0,9722;0,9504;0,9696516536380035;-0,01925165363800352
347175;Del Gainer;0,9848;1,0;0,9822516536380036;0,017748346361996403
347178;Jonas Gaines;0,903;1,0;0,9004516536380036;0,09954834636199639
347186;Andres Galarraga;0,9911;0,9782;0,9885516536380036;-0,01035165363800361
347191;Denny Galehouse;0,9593;1,0;0,9567516536380036;0,04324834636199637
347192;Rich Gale;0,9319;1,0;0,9293516536380035;0,07064834636199646
347194;Al Gallagher;0,9616;1,0;0,9590516536380036;0,0409483463619964
347209;Yovani Gallardo;0,9803;1,0;0,9777516536380035;0,022248346361996463
347210;Giovanny Gallegos;0,9575;1,0;0,9549516536380036;0,045048346361996394
347211;Mike Gallego;0,9775;0,9773;0,9749516536380036;0,002348346361996323
347213;Zac Gallen;0,9781;1,0;0,9755516536380036;0,024448346361996443
347222;Mike Gallo;0,9667;1,0;0,9641516536380036;0,03584834636199641
347242;Chick Gandil;0,9917;0,987;0,9891516536380036;-0,0021516536380036255
347252;Jim Gantner;0,982;0,9205;0,9794516536380036;-0,05895165363800359
347259;Joe Garagiola;0,9859;1,0;0,9833516536380036;0,016648346361996413
347266;Gene Garber;0,967;0,75;0,9644516536380036;-0,21445165363800356
347269;Rich Garces;0,9855;1,0;0,9829516536380036;0,01704834636199637
347282;Christian Garcia;1,0;1,0;0,9974516536380036;0,002548346361996412
347283;Chano García;0,917;0,96;0,9144516536380036;0,04554834636199634
347285;Damaso Garcia;0,9788;1,0;0,9762516536380036;0,02374834636199641
347289;Deivi Garcia;0,7778;1,0;0,7752516536380036;0,22474834636199637
347293;Freddy Garcia;0,9663;0,8667;0,9637516536380036;-0,09705165363800361
347297;Santiago Casilla;0,9369;1,0;0,9343516536380035;0,06564834636199646
347298;Jaime Garcia;0,9422;0,8;0,9396516536380036;-0,13965165363800358
347300;Jarlin Garcia;0,9575;0,0;0,9549516536380036;-0,9549516536380036
347301;Jesse Garcia;0,978;1,0;0,9754516536380036;0,02454834636199643
347306;Kiko Garcia;0,9605;0,9483;0,9579516536380036;-0,009651653638003577
347308;Leury Garcia;0,9725;1,0;0,9699516536380036;0,03004834636199638
347311;Luis Garcia;0,9407;1,0;0,9381516536380036;0,06184834636199643
347314;Maikel Garcia;0,9721;1,0;0,9695516536380036;0,030448346361996448
347315;Mike Garcia;0,9724;0,6667;0,9698516536380036;-0,30315165363800367
347318;Nomar Garciaparra;0,9749;0,9512;0,9723516536380036;-0,02115165363800353
347331;Silvio García;0,9614;0,9697;0,9588516536380036;0,010848346361996386
347333;Yimi Garcia;0,9245;1,0;0,9219516536380036;0,07804834636199642
347356;Larry Gardner;0,9481;0,9278;0,9455516536380036;-0,017751653638003684
347358;Mark Gardner;0,9776;1,0;0,9750516536380036;0,024948346361996387
347368;Ryan Garko;0,9933;0,9762;0,9907516536380035;-0,014551653638003592
347369;Jon Garland;0,9699;1,0;0,9673516536380036;0,03264834636199643
347376;Dustin Garneau;0,9894;1,0;0,9868516536380035;0,013148346361996466
347378;Phil Garner;0,9648;0,9588;0,9622516536380036;-0,0034516536380035934
347386;Scott Garrelts;0,9476;1,0;0,9450516536380036;0,054948346361996414
347390;Wayne Garrett;0,9634;0,8889;0,9608516536380036;-0,0719516536380036
347395;Gil Garrido;0,977;1,0;0,9744516536380036;0,025548346361996432
347404;Mitch Garver;0,9934;0,9677;0,9908516536380035;-0,023151653638003533
347406;Steve Garvey;0,9937;0,9962;0,9911516536380036;0,005048346361996359
347412;Matt Garza;0,8929;1,0;0,8903516536380036;0,10964834636199638
347426;Robert Gaston;0,9721;0,9231;0,9695516536380036;-0,04645165363800352
347429;Brent Gates;0,9774;1,0;0,9748516536380036;0,025148346361996365
347437;Evan Gattis;0,989;1,0;0,9864516536380036;0,013548346361996422
347440;Chad Gaudin;0,9277;1,0;0,9251516536380036;0,07484834636199644
347442;Kevin Gausman;0,9596;1,0;0,9570516536380036;0,0429483463619964
347451;Mike Gazella;0,9302;1,0;0,9276516536380036;0,07234834636199639
347464;Rich Gedman;0,9841;0,9856;0,9815516536380036;0,004048346361996469
347473;Charlie Gehringer;0,9759;0,9754;0,9733516536380036;0,002048346361996467
347475;Lou Gehrig;0,9906;0,9969;0,9880516536380036;0,008848346361996384
347483;Charlie Gelbert;0,952;1,0;0,9494516536380035;0,050548346361996455
347553;Jason Giambi;0,9911;0,9885;0,9885516536380036;-5,165363800352374e-05
347563;Joe Gibbon;0,9359;1,0;0,9333516536380035;0,06664834636199646
347570;Bob Gibson;0,9486;1,0;0,9460516536380036;0,05394834636199641
347577;George Gibson;0,9773;1,0;0,9747516536380035;0,025248346361996465
347579;Josh Gibson;0,9772;0,9556;0,9746516536380035;-0,01905165363800354
347581;Kyle Gibson;0,9847;1,0;0,9821516536380036;0,017848346361996392
347586;Russ Gibson;0,9827;1,0;0,9801516536380036;0,019848346361996394
347599;Benji Gil;0,966;0,8823;0,9634516536380036;-0,08115165363800358
347602;Billy Gilbert;0,936;1,0;0,9334516536380036;0,06654834636199636
347611;Logan Gilbert;0,9609;1,0;0,9583516536380036;0,041648346361996436
347626;George Giles;0,9874;0,9756;0,9848516536380036;-0,00925165363800362
347627;Ken Giles;0,9333;1,0;0,9307516536380036;0,0692483463619964
347628;Marcus Giles;0,9813;0,9754;0,9787516536380035;-0,0033516536380034934
347640;Conor Gillaspie;0,9507;0,9167;0,9481516536380036;-0,03145165363800362
347650;Paul Gillespie;0,9783;1,0;0,9757516536380035;0,024248346361996465
347663;Jim Gilliam;0,9717;0,9597;0,9691516536380036;-0,009451653638003599
347671;Luis Gil;0,8125;1,0;0,8099516536380036;0,1900483463619964
347685;Luther Gilyard;0,9767;1,0;0,9741516536380036;0,0258483463619964
347686;Andres Gimenez;0,9867;0,9922;0,9841516536380036;0,008048346361996361
347687;Chris Gimenez;0,9925;1,0;0,9899516536380036;0,010048346361996363
347692;Kevin Ginkel;0,9667;1,0;0,9641516536380036;0,03584834636199641
347702;Alvin Gipson;0,9836;1,0;0,9810516536380036;0,018948346361996382
347707;Joe Girardi;0,9907;0,992;0,9881516536380036;0,00384834636199638
347713;Dave Giusti;0,9637;1,0;0,9611516536380036;0,03884834636199641
347715;Mychal Givens;0,9444;1,0;0,9418516536380036;0,058148346361996395
347727;Tyler Glasnow;0,9739;0,8571;0,9713516536380036;-0,1142516536380036
347734;Troy Glaus;0,9615;0,9474;0,9589516536380036;-0,01155165363800359
347738;Tom Glavine;0,9773;1,0;0,9747516536380035;0,025248346361996465
347773;Tom Glover;0,9138;1,0;0,9112516536380035;0,08874834636199647
347785;Zack Godley;0,9083;0,5;0,9057516536380036;-0,4057516536380036
347804;Ryan Goins;0,9856;1,0;0,9830516536380036;0,01694834636199638
347817;Paul Goldschmidt;0,9967;1,0;0,9941516536380036;0,005848346361996382
347823;Mike Goliat;0,972;0,9565;0,9694516536380036;-0,012951653638003546
347831;Yan Gomes;0,9924;0,9859;0,9898516536380035;-0,003951653638003538
347835;Chris Gomez;0,9756;0,9692;0,9730516536380036;-0,0038516536380036603
347838;Jeanmar Gomez;0,9678;1,0;0,9652516536380036;0,03474834636199642
347839;Lefty Gomez;0,9574;1,0;0,9548516536380036;0,04514834636199638
347848;Ruben Gomez;0,9571;1,0;0,9545516536380035;0,04544834636199646
347854;Adrian Gonzalez;0,9952;0,9928;0,9926516536380036;0,00014834636199645423
347855;Alex Gonzalez;0,9733;0,9815;0,9707516536380036;0,010748346361996397
347856;Alex Gonzalez;0,9714;0,9474;0,9688516536380036;-0,02145165363800361
347868;Erik Gonzalez;0,9674;0,8333;0,9648516536380036;-0,13155165363800359
347875;Gio Gonzalez;0,9705;0,875;0,9679516536380036;-0,09295165363800362
347876;Geremi Gonzalez;0,9256;1,0;0,9230516536380036;0,07694834636199643
347888;Marwin Gonzalez;0,9817;1,0;0,9791516536380036;0,020848346361996395
347889;Marco Gonzales;0,9449;1,0;0,9423516536380036;0,05764834636199645
347891;Mike Gonzalez;0,9812;1,0;0,9786516536380035;0,02134834636199645
347893;Miguel Gonzalez;0,9848;1,0;0,9822516536380036;0,017748346361996403
347899;Pedro Gonzalez;0,98;1,0;0,9774516536380036;0,02254834636199643
347902;Rene Gonzales;0,9752;1,0;0,9726516536380035;0,027348346361996456
347903;Romy Gonzalez;0,9825;1,0;0,9799516536380036;0,020048346361996372
347907;Victor Gonzalez;1,0;1,0;0,9974516536380036;0,002548346361996412
347911;Johnny Gooch;0,9728;1,0;0,9702516536380036;0,029748346361996414
347916;Dwight Gooden;0,9501;1,0;0,9475516536380035;0,05244834636199647
347923;Billy Goodman;0,978;1,0;0,9754516536380036;0,02454834636199643
347951;Dee Strange-Gordon;0,9755;1,0;0,9729516536380036;0,027048346361996378
347954;Joe Gordon;0,9701;0,9757;0,9675516536380036;0,008148346361996461
347961;Tom Gordon;0,9577;1,0;0,9551516536380036;0,044848346361996416
347976;Tom Gorman;0,915;1,0;0,9124516536380036;0,08754834636199638
347982;Johnny Gorsica;0,9664;1,0;0,9638516536380036;0,036148346361996375
347991;Rich Gossage;0,9247;1,0;0,9221516536380036;0,07784834636199645
348006;Yuli Gurriel;0,9946;0,993;0,9920516536380036;0,0009483463619963661
348009;Hank Gowdy;0,9752;0,9882;0,9726516536380035;0,015548346361996424
348016;Johnny Grabowski;0,9793;1,0;0,9767516536380035;0,023248346361996464
348023;Mark Grace;0,9946;0,9955;0,9920516536380036;0,003448346361996424
348035;Tony Graffanino;0,9769;0,9756;0,9743516536380036;0,0012483463619964441
348062;Yasmani Grandal;0,993;0,9832;0,9904516536380036;-0,007251653638003619
348065;Wayne Granger;0,9183;1,0;0,9157516536380036;0,0842483463619964
348071;George Grantham;0,9683;0,9836;0,9657516536380036;0,017848346361996392
348077;Mudcat Grant;0,9659;1,0;0,9633516536380036;0,03664834636199643
348081;Mickey Grasso;0,9643;1,0;0,9617516536380036;0,038248346361996366
348083;Brusdar Graterol;0,9726;1,0;0,9700516536380036;0,029948346361996392
348109;Jeff Gray;0,9655;0,0;0,9629516536380036;-0,9629516536380036
348113;Jon Gray;0,9633;1,0;0,9607516536380036;0,03924834636199637
348118;Sonny Gray;0,968;1,0;0,9654516536380036;0,03454834636199644
348124;Bill Greason;0,9167;1,0;0,9141516536380035;0,08584834636199645
348134;Chad Green;1,0;1,0;0,9974516536380036;0,002548346361996412
348140;Dick Green;0,9818;0,96;0,9792516536380036;-0,01925165363800363
348146;Hank Greenberg;0,9897;0,954;0,9871516536380036;-0,03315165363800365
348149;Hunter Greene;0,9815;1,0;0,9789516536380036;0,021048346361996373
348156;Joe Greene;0,9768;0,9743;0,9742516536380036;4,834636199646525e-05
348160;Khalil Greene;0,9748;0,92;0,9722516536380036;-0,05225165363800355
348174;Shawn Green;0,9882;1,0;0,9856516536380036;0,014348346361996445
348175;Shane Greene;0,8281;1,0;0,8255516536380035;0,17444834636199646
348178;Tommy Greene;0,9388;1,0;0,9362516536380036;0,06374834636199644
